student_id,course_id,instructor_id,evaluation_text,sentiment_label,satisfaction_score,engagement_score,timestamp,platform_access_count,assignment_score,final_grade
S1296,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,8,6,2024-10-26 07:30:40,35,85,80
S1297,CSE101,I1003,The lectures were engaging and well-explained.,Positive,10,6,2024-09-16 23:07:04,9,82,64
S1298,CSE101,I1002,Lacked practical examples.,Negative,8,2,2024-03-18 23:51:05,48,64,72
S1299,CSE103,I1001,Course was too fast-paced.,Neutral,7,1,2025-07-14 02:59:59,10,71,69
S1300,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,9,7,2024-03-10 17:29:50,5,58,68
S1301,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,9,6,2024-02-19 20:04:53,12,51,68
S1302,CSE103,I1003,The course material was outdated.,Negative,2,4,2024-06-09 17:36:51,35,87,79
S1303,CSE103,I1003,The lectures were engaging and well-explained.,Positive,7,10,2024-02-29 04:24:44,31,78,98
S1304,CSE103,I1001,Lacked practical examples.,Negative,3,5,2023-09-08 23:59:33,33,72,58
S1305,CSE101,I1003,Instructor was responsive and helpful.,Positive,9,5,2024-06-07 09:04:57,46,77,93
S1306,CSE103,I1002,Lacked practical examples.,Negative,6,8,2024-08-30 06:13:35,32,73,60
S1307,CSE102,I1002,Course was too fast-paced.,Neutral,5,5,2024-09-15 11:19:36,46,82,86
S1308,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,10,8,2024-11-12 22:57:02,29,91,51
S1309,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,6,4,2023-12-25 17:52:01,29,75,77
S1310,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,3,9,2025-01-22 05:56:32,7,94,99
S1311,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,2,4,2023-09-20 03:31:14,8,72,56
S1312,CSE101,I1001,I appreciated the extra help sessions.,Positive,3,7,2023-12-30 17:21:21,40,80,77
S1313,CSE103,I1003,The lectures were engaging and well-explained.,Positive,8,4,2024-03-01 07:04:26,12,92,98
S1314,CSE101,I1003,Lacked practical examples.,Negative,9,6,2024-12-04 21:20:48,15,70,58
S1315,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,1,10,2024-06-03 19:02:51,23,83,90
S1316,CSE102,I1002,I appreciated the extra help sessions.,Positive,9,9,2024-04-24 12:07:15,19,98,64
S1317,CSE102,I1003,I appreciated the extra help sessions.,Positive,5,10,2025-03-08 13:08:49,13,50,97
S1318,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,7,2,2025-05-09 21:02:49,39,92,74
S1319,CSE103,I1001,The lectures were engaging and well-explained.,Positive,10,10,2025-01-05 19:08:38,7,71,51
S1320,CSE102,I1001,The lectures were engaging and well-explained.,Positive,8,6,2025-03-23 00:07:28,15,63,72
S1321,CSE101,I1003,Great use of resources and timely feedback.,Positive,1,6,2024-04-13 06:37:40,40,54,50
S1322,CSE102,I1003,The lectures were engaging and well-explained.,Positive,5,4,2024-06-02 17:14:15,48,56,83
S1323,CSE103,I1002,The lectures were engaging and well-explained.,Positive,9,7,2023-11-14 07:51:19,45,59,57
S1324,CSE101,I1003,Lacked practical examples.,Negative,4,7,2025-07-22 10:53:29,30,94,97
S1325,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,6,8,2024-08-26 20:15:20,20,58,95
S1326,CSE101,I1003,The course material was outdated.,Negative,9,5,2025-01-29 07:04:21,14,65,99
S1327,CSE102,I1003,Great use of resources and timely feedback.,Positive,8,5,2024-10-25 21:43:31,49,71,89
S1328,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,2,8,2025-02-22 23:04:17,17,69,76
S1329,CSE102,I1002,Great use of resources and timely feedback.,Positive,3,5,2025-05-14 17:03:30,24,74,55
S1330,CSE103,I1001,Great use of resources and timely feedback.,Positive,1,9,2024-08-25 22:20:17,44,96,81
S1331,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,4,7,2024-12-19 05:28:31,42,66,99
S1332,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,8,5,2024-12-20 05:58:44,34,88,94
S1333,CSE103,I1003,The course material was outdated.,Negative,5,6,2024-05-07 05:11:15,33,81,83
S1334,CSE101,I1002,Course was too fast-paced.,Neutral,6,3,2025-07-19 02:47:29,40,60,65
S1335,CSE103,I1002,Instructor was responsive and helpful.,Positive,5,10,2024-09-06 15:53:08,26,82,53
S1336,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,7,10,2024-01-06 22:29:22,29,64,92
S1337,CSE102,I1001,I appreciated the extra help sessions.,Positive,5,9,2024-06-09 09:09:54,31,65,98
S1338,CSE103,I1001,The course material was outdated.,Negative,4,6,2024-02-09 18:48:55,43,75,68
S1339,CSE101,I1003,Instructor was responsive and helpful.,Positive,3,3,2025-04-10 12:44:08,13,58,84
S1340,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,3,4,2024-08-21 06:34:44,28,59,80
S1341,CSE101,I1001,Great use of resources and timely feedback.,Positive,1,2,2024-03-15 18:23:44,22,63,70
S1342,CSE103,I1001,I appreciated the extra help sessions.,Positive,3,8,2024-12-13 18:10:17,45,87,85
S1343,CSE103,I1001,I appreciated the extra help sessions.,Positive,7,6,2023-08-29 17:13:11,5,71,89
S1344,CSE101,I1001,The lectures were engaging and well-explained.,Positive,1,3,2025-02-01 19:59:35,41,76,60
S1345,CSE102,I1002,Course was too fast-paced.,Neutral,9,10,2024-02-05 01:07:05,35,81,65
S1346,CSE103,I1001,The lectures were engaging and well-explained.,Positive,4,10,2023-08-11 00:44:33,15,99,79
S1347,CSE103,I1002,Instructor was responsive and helpful.,Positive,7,9,2024-01-15 09:03:09,39,79,80
S1348,CSE103,I1001,Course was too fast-paced.,Neutral,3,4,2024-09-02 03:51:35,32,94,83
S1349,CSE101,I1002,The course material was outdated.,Negative,7,8,2024-09-09 21:43:21,47,67,83
S1350,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,5,8,2023-11-12 20:44:18,10,83,67
S1351,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,5,8,2024-03-16 23:03:53,24,96,65
S1352,CSE102,I1002,Great use of resources and timely feedback.,Positive,8,3,2024-04-12 18:30:33,33,74,66
S1353,CSE103,I1002,Course was too fast-paced.,Neutral,4,4,2024-04-09 01:09:38,24,99,88
S1354,CSE101,I1001,Course was too fast-paced.,Neutral,5,7,2025-01-28 02:08:27,14,52,92
S1355,CSE101,I1003,I appreciated the extra help sessions.,Positive,3,8,2023-08-22 18:19:40,45,79,59
S1356,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,10,7,2025-01-19 11:22:17,36,86,94
S1357,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,9,2,2024-02-06 10:14:22,11,74,61
S1358,CSE101,I1003,Lacked practical examples.,Negative,7,10,2024-01-18 12:14:41,29,93,82
S1359,CSE103,I1001,Great use of resources and timely feedback.,Positive,1,7,2025-05-04 23:11:16,26,93,83
S1360,CSE103,I1003,The lectures were engaging and well-explained.,Positive,3,6,2023-11-09 11:55:35,21,63,78
S1361,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,6,1,2023-12-21 16:01:29,11,57,92
S1362,CSE103,I1001,Great use of resources and timely feedback.,Positive,7,2,2024-03-11 17:33:50,8,94,83
S1363,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,1,1,2024-04-04 00:20:19,5,79,66
S1364,CSE101,I1003,The lectures were engaging and well-explained.,Positive,6,4,2024-05-21 11:04:54,14,93,60
S1365,CSE102,I1001,Instructor was responsive and helpful.,Positive,8,3,2024-01-04 23:59:49,16,64,71
S1366,CSE102,I1002,The lectures were engaging and well-explained.,Positive,4,10,2025-01-23 09:36:43,14,72,61
S1367,CSE101,I1001,Course was too fast-paced.,Neutral,7,4,2025-01-10 03:56:57,34,55,71
S1368,CSE103,I1003,Instructor was responsive and helpful.,Positive,9,1,2024-10-14 11:00:42,15,61,84
S1369,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,9,2,2025-06-15 13:13:21,23,55,62
S1370,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,2,10,2024-06-30 09:02:46,31,55,85
S1371,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,9,1,2024-07-16 02:50:54,14,92,56
S1372,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,5,7,2024-03-27 01:25:43,47,53,56
S1373,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,5,2,2025-05-01 17:06:54,38,53,54
S1374,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,2,7,2024-07-31 22:40:14,22,87,94
S1375,CSE101,I1001,The course material was outdated.,Negative,6,5,2024-02-18 06:05:37,13,57,95
S1376,CSE103,I1003,Course was too fast-paced.,Neutral,7,1,2025-04-11 23:50:29,22,93,57
S1377,CSE102,I1001,I appreciated the extra help sessions.,Positive,2,9,2024-08-09 13:30:26,7,57,92
S1378,CSE102,I1003,Instructor was responsive and helpful.,Positive,9,2,2023-12-20 12:42:00,36,82,89
S1379,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,8,1,2024-11-27 10:02:43,41,67,53
S1380,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,1,4,2023-10-03 02:13:29,23,64,87
S1381,CSE102,I1003,Instructor was responsive and helpful.,Positive,2,5,2025-04-14 23:38:54,18,74,67
S1382,CSE101,I1001,Great use of resources and timely feedback.,Positive,10,2,2023-11-20 17:08:43,30,75,94
S1383,CSE103,I1001,The lectures were engaging and well-explained.,Positive,2,8,2023-09-17 04:18:38,24,62,53
S1384,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,7,10,2024-04-19 18:53:26,19,58,64
S1385,CSE102,I1001,The lectures were engaging and well-explained.,Positive,1,2,2024-11-19 11:25:22,8,65,81
S1386,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,6,9,2024-07-29 22:41:15,17,75,54
S1387,CSE102,I1002,Course was too fast-paced.,Neutral,6,4,2024-03-26 04:40:37,18,79,93
S1388,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,2,8,2024-08-11 03:20:05,38,99,80
S1389,CSE101,I1003,Lacked practical examples.,Negative,5,8,2024-06-14 10:16:11,28,66,88
S1390,CSE103,I1003,Instructor was responsive and helpful.,Positive,2,3,2023-09-08 18:37:54,39,98,88
S1391,CSE102,I1003,Lacked practical examples.,Negative,7,1,2024-09-12 01:17:17,9,53,92
S1392,CSE101,I1002,The lectures were engaging and well-explained.,Positive,1,3,2023-12-05 06:42:17,18,89,94
S1393,CSE102,I1002,Great use of resources and timely feedback.,Positive,6,1,2024-01-16 23:16:56,9,86,61
S1394,CSE101,I1002,Instructor was responsive and helpful.,Positive,6,6,2024-07-13 16:50:44,6,64,69
S1395,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,1,6,2025-05-28 19:48:15,43,61,76
S1396,CSE103,I1001,Great use of resources and timely feedback.,Positive,4,10,2024-04-28 21:01:35,40,74,59
S1397,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,8,4,2023-08-02 22:12:11,6,58,89
S1398,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,5,6,2024-12-21 02:56:51,8,79,70
S1399,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,10,4,2024-07-18 22:03:26,11,69,81
S1400,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,5,10,2023-11-17 20:44:58,48,96,79
